Technology_XLK,Healthcare_XLV,Financials_XLF,Energy_XLE,Materials_XLB,ConsumerDiscretionary_XLY,Industrials_XLI,Utilities_XLU,ConsumerStaples_XLP
0.014775024303282328,3.2255014631443757e-17,0.2196752177373054,0.19244684086610422,0.2485042342109135,0.03436439229541693,0.11554887030779712,0.17468542027918052,4.119968255444917e-18
0.2999999999999997,2.43429441794227e-17,0.10000000000000106,0.3,0.2999999999999991,0.0,9.84203009894834e-17,0.0,0.0
0.2999999999999999,2.6399640790167684e-16,0.0999999999999994,0.2999999999999999,0.3,4.318621926114825e-18,2.1335298548980123e-17,0.0,0.0
0.2999999999999997,2.593999534907156e-16,0.09999999999999948,0.3,0.29999999999999927,1.7265824979460626e-16,1.3731551670480183e-16,2.998554049996264e-16,3.4468971934344747e-16
0.3,0.0,0.29999999999999993,0.10000000000000048,0.29999999999999977,0.0,0.0,0.0,0.0
0.2999999999999999,2.150277529654175e-16,0.3,0.3,2.4553793501004986e-16,0.09999999999999973,0.0,0.0,1.2597520154634896e-16
0.3,9.734773090863305e-18,0.29999999999999966,0.29999999999999977,4.08752095767538e-17,0.1000000000000002,0.0,5.411375076384363e-18,2.580878989719461e-16
0.2999999999999997,0.0,0.29999999999999977,0.3,2.0406615492195206e-16,0.09999999999999924,0.0,1.0335893178826732e-16,3.0943734045388916e-16
0.2999999999999998,2.3653819811716823e-15,0.29999999999999943,3.1387307617064863e-16,3.157083266255086e-15,0.2999999999999954,0.09999999999999959,1.0227716902891467e-16,0.0
0.3,1.4419882945990408e-16,0.3,0.0,1.8838208847030875e-15,0.29999999999999627,0.10000000000000209,0.0,0.0
0.2999999999999996,1.5571546286315599e-16,0.3,0.0,0.0,0.3,0.09999999999999964,8.550767844956361e-17,1.3811790141233902e-16
0.2999999999999998,2.229050334050052e-16,0.3,0.0,8.160131090079953e-16,0.29999999999999893,0.0999999999999999,1.2400303239209412e-16,2.3259865469406433e-16
0.3,0.0,0.3,0.0,0.0,0.2999999999999978,0.10000000000000232,0.0,1.351804338250382e-16
0.3,0.0,0.3,2.9259181252940475e-16,2.201270310269657e-16,0.29999999999999993,0.1000000000000003,0.0,0.0
0.3,0.0,0.29999999999999954,0.0,0.0,0.3,0.09999999999999981,0.0,2.84659065702884e-17
0.3,1.5558546874831813e-15,0.29999999999999877,2.1870516168482195e-16,1.2666788191256773e-14,0.2999999999999901,0.09999999999999493,7.675971644327296e-17,1.4356891446343468e-15
0.3,0.3,0.2999999999999999,0.0,0.0,0.0,0.10000000000000073,0.0,0.0
0.29999999999999943,0.29999999999999566,0.2999999999999982,7.129974075230341e-16,1.5902141952870183e-15,6.111963779599076e-16,0.10000000000000336,3.243022302656741e-16,8.297760350951601e-17
0.2999999999999991,0.10000000000001172,0.2999999999999837,2.267483611871361e-15,1.9055734532454307e-15,1.2314985268581089e-15,1.1773833740848085e-14,0.2999999999999843,4.08310631236727e-15
0.3,0.0999999999999942,0.3,0.0,0.0,0.0,0.0,0.3,0.0
0.29999999999999943,0.10000000000000256,0.29999999999999805,1.5352037511851137e-16,5.411440206020187e-16,5.08201326481413e-16,0.0,0.29999999999999966,0.0
0.3,0.2999999999999988,0.10000000000000067,2.284415715191154e-16,0.0,5.2201821675670215e-17,7.439218564148104e-17,0.3,2.620684161573574e-16
0.2999999999999997,0.3,0.3,0.0,0.09999999999999665,0.0,1.6476823913569306e-16,0.0,0.0
0.29999999999999943,0.3,0.3,0.0,0.0,0.0,0.0,0.10000000000001234,0.0
0.29999999999999916,0.3,0.3,0.0,0.0,1.9262564617951363e-16,1.1118126011977663e-16,0.09999999999999926,3.129597362626497e-16
0.29999999999999805,0.29999999999999993,0.29999999999999977,9.20726199930494e-16,0.04272936383468877,1.1340514752472786e-15,6.994796828722672e-16,0.05727063616530993,7.298310034439201e-16
0.2999999999999974,0.0,0.3,0.0,0.3,0.0,0.0,0.09999999999997658,0.0
0.29999999999999966,0.0,0.3,0.0,0.3,0.0,0.0,0.10000000000001966,0.0
0.2999999999999996,3.723427808820347e-15,0.2999999999999801,7.354784921346937e-15,0.29999999999998245,2.7757634029292537e-15,1.0158515631050099e-14,1.2823075934420558e-14,0.10000000000000102
0.2999999999999969,0.0,0.3,0.0,0.0,0.0,0.0,0.3,0.09999999999997639
0.3,0.0,0.3,0.0,6.0596935280035514e-15,0.0,0.0,0.29999999999999644,0.09999999999999899
0.29999999999999916,1.0723084324833639e-15,0.29999999999999716,7.72241709676485e-16,1.8216576249604194e-14,1.42408356950395e-15,9.398719361278592e-16,0.29999999999995103,0.10000000000002997
0.29999999999999954,3.630107527167514e-16,0.299999999999997,1.257997126070803e-15,1.7693146100079956e-14,1.2853107766084886e-15,4.1042876613724453e-16,0.10000000000000521,0.2999999999999772
0.29999999999999966,6.391061980975943e-16,0.2999999999999995,5.637466263399153e-17,0.03669706128917701,2.2965625630866912e-17,0.0,0.06330293871082303,0.3
0.3,0.3,0.2999999999999999,0.0,0.10000000000000288,0.0,0.0,0.0,0.0
0.29999999999999977,0.2999999999999999,0.2999999999999996,1.1127435138023795e-17,0.09999999999999988,1.7113671994733792e-16,3.9665996147691103e-16,3.2627885513401165e-16,1.736891880321778e-16
0.2999999999999994,0.0,0.3,2.7920414053720355e-16,0.3,7.164862841731715e-17,0.0,0.0,0.10000000000000507
0.3,6.557254739192331e-16,0.3,0.0,0.299999999999999,0.0,0.09999999999999987,0.0,3.690742258274612e-16
